sales_id,date,product_category,quantity,price,previous_sales,promotion,discount,customers,season,sales
SALE00302,2023-04-11,Home & Garden,32,66.18,3020.28,No,0.0,20,Spring,2162.0
SALE00303,2023-04-11,Beauty,36,34.47,901.66,No,0.0,21,Spring,1327.53
SALE00304,2023-04-11,Grocery,52,16.14,896.91,No,0.0,47,Spring,815.93
SALE00305,2023-04-12,Apparel,48,51.76,2185.32,No,0.0,46,Spring,2758.76
SALE00306,2023-04-12,Beauty,15,30.36,1327.53,No,0.0,13,Spring,497.69
SALE00307,2023-04-12,Sports,51,64.7,2460.31,No,0.0,53,Spring,3457.2
SALE00308,2023-04-13,Apparel,26,41.66,2758.76,Yes,0.17,27,Spring,1446.74
SALE00309,2023-04-13,Electronics,41,262.12,22011.88,No,0.0,31,Spring,10164.56
SALE00310,2023-04-13,Beauty,43,34.0,497.69,Yes,0.09,32,Spring,1793.02
SALE00311,2023-04-13,Sports,5,52.32,3457.2,No,0.0,5,Spring,254.84
SALE00312,2023-04-14,Grocery,39,15.74,815.93,No,0.0,38,Spring,625.19
SALE00313,2023-04-14,Beauty,24,26.79,1793.02,No,0.0,24,Spring,622.22
SALE00314,2023-04-14,Sports,41,53.67,254.84,No,0.0,37,Spring,2054.86
SALE00315,2023-04-14,Electronics,33,199.16,10164.56,Yes,0.17,22,Spring,8536.37
SALE00316,2023-04-15,Grocery,22,13.87,625.19,No,0.0,23,Spring,329.31
SALE00317,2023-04-15,Home & Garden,38,72.88,2162.0,No,0.0,30,Spring,3501.34
SALE00318,2023-04-16,Grocery,57,12.93,329.31,No,0.0,61,Spring,869.1
SALE00319,2023-04-16,Electronics,37,229.69,8536.37,No,0.0,29,Spring,9330.49
SALE00320,2023-04-17,Grocery,21,14.73,869.1,No,0.0,12,Spring,296.7
SALE00321,2023-04-17,Electronics,51,259.93,9330.49,No,0.0,43,Spring,14536.53
SALE00322,2023-04-18,Home & Garden,20,71.32,3501.34,Yes,0.19,21,Spring,2095.43
SALE00323,2023-04-18,Electronics,32,211.33,14536.53,Yes,0.07,20,Spring,7316.74
SALE00324,2023-04-19,Home & Garden,49,65.59,2095.43,No,0.0,46,Spring,3552.08
SALE00325,2023-04-19,Beauty,23,33.14,622.22,Yes,0.22,19,Spring,988.86
SALE00326,2023-04-19,Sports,46,58.82,2054.86,Yes,0.2,44,Spring,3478.1
SALE00327,2023-04-20,Sports,33,61.4,3478.1,No,0.0,26,Spring,2281.24
SALE00328,2023-04-20,Home & Garden,46,68.58,3552.08,Yes,0.17,42,Spring,3817.14
SALE00329,2023-04-20,Beauty,50,27.76,988.86,No,0.0,37,Spring,1438.64
SALE00330,2023-04-20,Grocery,40,17.57,296.7,No,0.0,39,Spring,716.44
SALE00331,2023-04-21,Apparel,49,51.66,1446.74,Yes,0.1,45,Spring,3121.17
SALE00332,2023-04-21,Home & Garden,48,59.17,3817.14,No,0.0,33,Spring,2737.01
SALE00333,2023-04-22,Electronics,64,248.41,7316.74,No,0.0,70,Spring,17756.19
SALE00334,2023-04-22,Beauty,50,29.22,1438.64,No,0.0,35,Spring,1856.78
SALE00335,2023-04-22,Sports,39,51.59,2281.24,No,0.0,36,Spring,2510.4
SALE00336,2023-04-23,Home & Garden,42,69.88,2737.01,No,0.0,36,Spring,3293.95
SALE00337,2023-04-23,Beauty,36,25.51,1856.78,No,0.0,30,Spring,1146.87
SALE00338,2023-04-24,Grocery,43,17.42,716.44,Yes,0.14,41,Spring,876.5
SALE00339,2023-04-24,Electronics,56,248.03,17756.19,Yes,0.23,53,Spring,19777.99
SALE00340,2023-04-24,Beauty,44,29.11,1146.87,No,0.0,34,Spring,1427.48
SALE00341,2023-04-24,Sports,36,56.96,2510.4,No,0.0,34,Spring,2112.01
SALE00342,2023-04-25,Apparel,54,43.55,3121.17,Yes,0.14,57,Spring,3008.94
SALE00343,2023-04-25,Beauty,51,31.08,1427.48,Yes,0.08,36,Spring,1788.23
SALE00344,2023-04-26,Beauty,54,26.42,1788.23,Yes,0.07,49,Spring,1575.03
SALE00345,2023-04-26,Electronics,37,229.95,19777.99,No,0.0,23,Spring,8994.83
SALE00346,2023-04-26,Apparel,37,52.63,3008.94,No,0.0,38,Spring,1911.16
SALE00347,2023-04-27,Grocery,49,13.3,876.5,No,0.0,46,Spring,619.64
SALE00348,2023-04-27,Beauty,50,34.43,1575.03,Yes,0.19,43,Spring,2206.84
SALE00349,2023-04-27,Home & Garden,41,76.59,3293.95,No,0.0,33,Spring,3029.81
SALE00350,2023-04-27,Electronics,72,191.32,8994.83,Yes,0.12,56,Spring,18611.33
SALE00351,2023-04-28,Beauty,44,29.0,2206.84,Yes,0.27,38,Spring,1868.8
SALE00352,2023-04-28,Electronics,50,213.9,18611.33,Yes,0.09,50,Spring,13125.15
SALE00353,2023-04-28,Home & Garden,61,69.32,3029.81,No,0.0,55,Spring,4392.36
SALE00354,2023-04-28,Sports,42,54.66,2112.01,Yes,0.21,38,Spring,3450.5
SALE00355,2023-04-29,Electronics,48,236.67,13125.15,No,0.0,,Spring,12744.29
SALE00356,2023-04-29,Grocery,23,13.61,619.64,Yes,0.08,24,Spring,452.21
SALE00357,2023-04-30,Electronics,4,189.95,12744.29,Yes,0.11,5,Spring,1037.55
SALE00358,2023-04-30,Beauty,36,31.47,1868.8,Yes,0.15,25,Spring,1688.11
SALE00359,2023-04-30,Home & Garden,34,75.06,4392.36,Yes,0.17,31,Spring,3752.26
SALE00360,2023-05-01,Apparel,24,39.66,1911.16,No,0.0,15,Spring,895.77
SALE00361,2023-05-01,Beauty,43,28.71,1688.11,No,0.0,44,Spring,1216.32
SALE00362,2023-05-01,Electronics,47,188.54,1037.55,No,0.0,30,Spring,8354.63
SALE00363,2023-05-01,Sports,79,49.41,3450.5,No,0.0,69,Spring,3813.91
SALE00364,2023-05-02,Home & Garden,22,74.19,3752.26,No,0.0,15,Spring,1811.36
SALE00365,2023-05-02,Apparel,42,48.01,895.77,No,0.0,39,Spring,2054.21
SALE00366,2023-05-02,Electronics,16,210.33,8354.63,Yes,0.2,12,Spring,4416.69
SALE00367,2023-05-02,Grocery,1,16.42,452.21,Yes,0.25,5,Spring,22.38
SALE00368,2023-05-03,Apparel,64,51.92,2054.21,No,0.0,39,Spring,3506.34
SALE00369,2023-05-03,Sports,52,60.82,3813.91,Yes,0.12,52,Spring,4161.44
SALE00370,2023-05-04,Beauty,42,27.56,1216.32,No,0.0,40,Spring,1253.44
SALE00371,2023-05-04,Home & Garden,32,71.84,1811.36,Yes,0.28,28,Spring,3681.97
SALE00372,2023-05-04,Apparel,29,40.68,3506.34,No,0.0,29,Spring,1118.5
SALE00373,2023-05-04,Electronics,4,201.14,4416.69,Yes,0.18,5,Spring,1127.08
SALE00374,2023-05-05,Home & Garden,24,63.35,3681.97,Yes,0.23,20,Spring,2073.93
SALE00375,2023-05-05,Grocery,30,17.84,22.38,Yes,0.12,20,Spring,620.24
SALE00376,2023-05-05,Sports,30,52.9,4161.44,Yes,0.23,31,Spring,2339.06
SALE00377,2023-05-05,Electronics,38,195.85,1127.08,No,0.0,35,Spring,7745.69
SALE00378,2023-05-06,Home & Garden,47,71.06,2073.93,No,0.0,47,Spring,3947.42
SALE00379,2023-05-06,Beauty,12,34.39,1253.44,Yes,0.29,7,Spring,790.41
SALE00380,2023-05-06,Apparel,49,42.92,1118.5,Yes,0.16,35,Spring,2940.1
SALE00381,2023-05-07,Sports,61,56.94,2339.06,Yes,0.08,61,Spring,4247.43
SALE00382,2023-05-07,Electronics,51,248.93,7745.69,No,0.0,34,Spring,15131.91
SALE00383,2023-05-07,Beauty,21,34.58,790.41,No,0.0,16,Spring,801.88
SALE00384,2023-05-08,Apparel,41,53.41,2940.1,No,0.0,33,Spring,2449.13
SALE00385,2023-05-08,Grocery,37,16.47,620.24,No,0.0,29,Spring,690.32
SALE00386,2023-05-09,Sports,47,47.17,4247.43,No,0.0,40,Spring,2454.42
SALE00387,2023-05-09,Beauty,30,28.33,801.88,No,0.0,29,Spring,890.03
SALE00388,2023-05-09,Apparel,25,47.15,2449.13,No,0.0,24,Spring,1329.9
SALE00389,2023-05-10,Sports,52,54.05,2454.42,No,0.0,49,Spring,3107.65
SALE00390,2023-05-10,Electronics,49,227.84,15131.91,No,0.0,40,Spring,12662.64
SALE00391,2023-05-10,Grocery,56,15.7,690.32,No,0.0,43,Spring,964.27
SALE00392,2023-05-10,Apparel,27,53.93,1329.9,No,0.0,19,Spring,1520.61
SALE00393,2023-05-11,Sports,33,57.26,3107.65,Yes,0.19,24,Spring,2539.18
SALE00394,2023-05-11,Home & Garden,32,61.13,3947.42,Yes,0.3,34,Spring,2901.15
SALE00395,2023-05-11,Beauty,36,35.64,890.03,No,0.0,22,Spring,1434.14
SALE00396,2023-05-11,Apparel,27,45.73,1520.61,No,0.0,21,Spring,1246.76
SALE00397,2023-05-12,Beauty,23,29.35,1434.14,No,0.0,20,Spring,742.28
SALE00398,2023-05-12,Sports,13,52.32,2539.18,Yes,0.16,8,Spring,833.71
SALE00399,2023-05-12,Grocery,36,12.92,964.27,No,0.0,25,Spring,439.81
SALE00400,2023-05-12,Electronics,44,198.97,12662.64,No,0.0,36,Spring,9546.86
SALE00401,2023-05-13,Electronics,79,237.38,9546.86,No,0.0,67,Spring,20508.83
SALE00402,2023-05-13,Sports,36,57.49,833.71,No,0.0,38,Spring,2660.21
SALE00403,2023-05-13,Apparel,47,46.56,1246.76,Yes,0.05,44,Spring,2709.9
SALE00404,2023-05-13,Grocery,10,15.24,439.81,Yes,0.24,9,Spring,253.56
SALE00405,2023-05-14,Home & Garden,39,71.56,2901.15,No,0.0,31,Spring,3064.08
SALE00406,2023-05-14,Grocery,56,14.22,253.56,No,0.0,57,Spring,974.36
SALE00407,2023-05-14,Electronics,60,193.37,20508.83,No,0.0,65,Spring,14566.96
SALE00408,2023-05-15,Electronics,27,194.56,14566.96,Yes,0.05,,Spring,5381.48
SALE00409,2023-05-15,Apparel,56,43.84,2709.9,No,0.0,47,Spring,2554.04
SALE00410,2023-05-15,Sports,34,55.02,2660.21,No,0.0,31,Spring,1856.57
SALE00411,2023-05-16,Apparel,45,42.48,2554.04,Yes,0.3,42,Spring,2998.26
SALE00412,2023-05-16,Sports,79,51.4,1856.57,Yes,0.29,70,Spring,6509.46
SALE00413,2023-05-16,Beauty,56,26.08,742.28,No,0.0,36,Spring,1605.72
SALE00414,2023-05-16,Home & Garden,24,76.67,3064.08,No,0.0,18,Spring,2028.9
SALE00415,2023-05-17,Home & Garden,20,69.73,2028.9,Yes,0.13,15,Spring,1908.25
SALE00416,2023-05-17,Beauty,27,33.71,1605.72,No,0.0,18,Spring,874.12
SALE00417,2023-05-18,Apparel,55,53.64,2998.26,Yes,0.27,52,Spring,4828.72
SALE00418,2023-05-18,Sports,24,53.64,6509.46,No,0.0,14,Spring,1457.85
SALE00419,2023-05-18,Home & Garden,41,68.51,1908.25,Yes,0.15,30,Spring,3533.16
SALE00420,2023-05-18,Grocery,30,16.03,974.36,No,0.0,20,Spring,476.6
SALE00421,2023-05-19,Beauty,38,33.18,874.12,No,0.0,40,Spring,1342.39
SALE00422,2023-05-19,Home & Garden,33,64.15,3533.16,No,0.0,29,Spring,2383.61
SALE00423,2023-05-19,Grocery,20,16.05,476.6,No,0.0,16,Spring,301.19
SALE00424,2023-05-19,Sports,28,48.21,1457.85,No,0.0,22,Spring,1264.29
SALE00425,2023-05-20,Sports,32,54.04,1264.29,Yes,0.15,25,Spring,2736.99
SALE00426,2023-05-20,Apparel,58,46.83,4828.72,No,0.0,43,Spring,3557.16
SALE00427,2023-05-20,Home & Garden,48,60.83,2383.61,No,0.0,29,Spring,3731.03
SALE00428,2023-05-21,Apparel,70,52.29,3557.16,No,0.0,64,Spring,4026.97
SALE00429,2023-05-21,Grocery,15,17.07,301.19,No,0.0,9,Spring,323.92
SALE00430,2023-05-22,Sports,32,61.02,2736.99,No,0.0,29,Spring,1966.29
SALE00431,2023-05-22,Beauty,24,35.43,1342.39,Yes,0.26,21,Spring,1224.01
SALE00432,2023-05-23,Electronics,16,192.75,5381.48,No,0.0,17,Spring,3207.47
SALE00433,2023-05-23,Apparel,34,41.55,4026.97,No,0.0,28,Spring,1595.74
SALE00434,2023-05-23,Sports,23,62.1,1966.29,No,0.0,19,Spring,1350.0
SALE00435,2023-05-24,Home & Garden,17,70.27,3731.03,Yes,0.06,11,Spring,1492.49
SALE00436,2023-05-24,Apparel,65,52.45,1595.74,No,0.0,39,Spring,3522.59
SALE00437,2023-05-24,Sports,45,51.56,1350.0,Yes,0.06,29,Spring,2842.28
SALE00438,2023-05-24,Beauty,35,35.77,1224.01,Yes,0.11,21,Spring,1499.13
SALE00439,2023-05-25,Beauty,17,26.43,1499.13,No,0.0,13,Spring,450.47
SALE00440,2023-05-25,Home & Garden,39,62.65,1492.49,Yes,0.1,34,Spring,2862.15
SALE00441,2023-05-25,Grocery,27,14.11,323.92,Yes,0.05,21,Spring,436.02
SALE00442,2023-05-25,Apparel,29,48.56,3522.59,Yes,0.15,22,Spring,1850.28
SALE00443,2023-05-26,Electronics,40,223.44,3207.47,Yes,0.24,26,Spring,13780.84
SALE00444,2023-05-26,Beauty,15,27.62,450.47,No,0.0,12,Spring,441.33
SALE00445,2023-05-27,Sports,15,65.1,2842.28,Yes,0.28,11,Spring,1767.25
SALE00446,2023-05-27,Electronics,38,199.09,13780.84,No,0.0,30,Spring,9907.57
SALE00447,2023-05-28,Electronics,68,205.66,9907.57,No,0.0,49,Spring,18412.83
SALE00448,2023-05-28,Home & Garden,44,63.64,2862.15,Yes,0.05,31,Spring,3903.65
SALE00449,2023-05-28,Sports,57,62.32,1767.25,No,0.0,37,Spring,4549.27
SALE00450,2023-05-29,Grocery,46,17.12,436.02,Yes,0.09,28,Spring,869.39
SALE00451,2023-05-29,Home & Garden,38,59.94,3903.65,Yes,0.07,26,Spring,2632.78
SALE00452,2023-05-30,Apparel,37,48.13,1850.28,No,0.0,35,Spring,1748.64
SALE00453,2023-05-30,Grocery,26,15.77,869.39,No,0.0,27,Spring,393.35
SALE00454,2023-05-31,Apparel,47,48.02,1748.64,No,0.0,36,Spring,2490.29
SALE00455,2023-05-31,Grocery,18,15.93,393.35,No,0.0,14,Spring,282.32
SALE00456,2023-05-31,Sports,29,62.55,4549.27,No,0.0,24,Spring,1774.31
SALE00457,2023-06-01,Beauty,33,34.1,441.33,No,0.0,33,Summer,1318.05
SALE00458,2023-06-01,Apparel,52,39.63,2490.29,No,0.0,51,Summer,2196.12
SALE00459,2023-06-01,Electronics,38,214.38,18412.83,No,0.0,26,Summer,9784.18
SALE00460,2023-06-02,Electronics,44,258.74,9784.18,Yes,0.05,28,Summer,12798.77
SALE00461,2023-06-02,Apparel,30,41.62,2196.12,No,0.0,18,Summer,1483.34
SALE00462,2023-06-02,Sports,21,61.43,1774.31,No,0.0,16,Summer,1479.74
SALE00463,2023-06-03,Sports,33,58.68,1479.74,No,0.0,20,Summer,2534.34
SALE00464,2023-06-03,Grocery,20,15.79,282.32,No,0.0,20,Summer,410.15
SALE00465,2023-06-03,Home & Garden,36,67.69,2632.78,Yes,0.27,26,Summer,4355.54
SALE00466,2023-06-04,Sports,46,64.45,2534.34,No,0.0,37,Summer,3450.96
SALE00467,2023-06-04,Home & Garden,43,67.4,4355.54,Yes,0.07,47,Summer,4007.5
SALE00468,2023-06-05,Electronics,41,212.54,12798.77,Yes,0.18,41,Summer,12670.45
SALE00469,2023-06-05,Grocery,25,14.36,410.15,No,0.0,21,Summer,375.85
SALE00470,2023-06-05,Apparel,35,42.2,1483.34,No,0.0,28,Summer,1482.25
SALE00471,2023-06-05,Home & Garden,47,68.48,4007.5,No,0.0,31,Summer,3427.65
SALE00472,2023-06-06,Beauty,48,26.94,1318.05,No,0.0,47,Summer,1431.91
SALE00473,2023-06-06,Electronics,40,198.58,12670.45,Yes,0.18,29,Summer,10351.66
SALE00474,2023-06-06,Home & Garden,56,61.53,3427.65,No,0.0,51,Summer,3451.37
SALE00475,2023-06-07,Sports,41,50.6,3450.96,No,0.0,36,Summer,2281.89
SALE00476,2023-06-07,Electronics,29,239.06,10351.66,Yes,0.05,18,Summer,8573.62
SALE00477,2023-06-07,Home & Garden,15,75.4,3451.37,Yes,0.13,16,Summer,1361.99
SALE00478,2023-06-07,Beauty,45,34.61,1431.91,Yes,0.23,28,Summer,2416.41
SALE00479,2023-06-08,Home & Garden,54,70.95,1361.99,No,0.0,41,Summer,4557.49
SALE00480,2023-06-08,Sports,32,52.13,2281.89,No,0.0,33,Summer,1822.76
SALE00481,2023-06-09,Apparel,31,40.43,1482.25,No,0.0,33,Summer,1387.24
SALE00482,2023-06-09,Electronics,61,205.69,8573.62,No,0.0,48,Summer,14935.76
SALE00483,2023-06-09,Grocery,27,13.3,375.85,No,0.0,27,Summer,413.18
SALE00484,2023-06-10,Grocery,24,17.07,413.18,No,0.0,23,Summer,476.23
SALE00485,2023-06-10,Electronics,1,248.05,14935.76,No,0.0,5,Summer,340.02
SALE00486,2023-06-10,Beauty,7,34.14,2416.41,No,0.0,6,Summer,294.54
SALE00487,2023-06-10,Sports,45,63.65,1822.76,No,0.0,46,Summer,3779.94
SALE00488,2023-06-11,Electronics,24,224.47,340.02,No,0.0,20,Summer,6154.01
SALE00489,2023-06-11,Home & Garden,43,61.74,4557.49,No,0.0,43,Summer,3079.17
SALE00490,2023-06-11,Sports,34,51.5,3779.94,No,0.0,31,Summer,2335.91
SALE00491,2023-06-12,Apparel,26,44.1,1387.24,No,0.0,15,Summer,1377.01
SALE00492,2023-06-12,Grocery,28,16.94,476.23,No,0.0,28,Summer,555.77
SALE00493,2023-06-12,Home & Garden,34,60.68,3079.17,Yes,0.09,35,Summer,2527.89
SALE00494,2023-06-13,Grocery,30,14.67,555.77,Yes,0.16,24,Summer,584.39
SALE00495,2023-06-13,Beauty,60,27.48,294.54,No,0.0,37,Summer,1848.39
SALE00496,2023-06-13,Sports,26,65.48,2335.91,Yes,0.18,17,Summer,2597.56
SALE00497,2023-06-14,Apparel,32,40.37,1377.01,Yes,0.13,31,Summer,1661.64
SALE00498,2023-06-14,Electronics,50,189.38,6154.01,No,0.0,48,Summer,9823.78
SALE00499,2023-06-14,Sports,56,61.94,2597.56,No,0.0,34,Summer,3952.63
SALE00500,2023-06-15,Grocery,51,16.92,584.39,No,0.0,42,Summer,916.25
SALE00501,2023-06-15,Home & Garden,61,56.3,2527.89,Yes,0.08,50,Summer,4235.48
SALE00502,2023-06-15,Sports,30,51.98,3952.63,No,0.0,29,Summer,1697.17
SALE00503,2023-06-16,Apparel,58,,1661.64,No,0.0,56,Summer,2811.08
SALE00504,2023-06-16,Beauty,76,30.32,1848.39,No,0.0,67,Summer,2483.38
SALE00505,2023-06-16,Electronics,39,249.43,9823.78,No,0.0,25,Summer,10183.96
SALE00506,2023-06-17,Grocery,14,14.22,916.25,No,0.0,14,Summer,242.2
SALE00507,2023-06-17,Electronics,35,188.69,10183.96,No,0.0,26,Summer,8710.32
SALE00508,2023-06-17,Sports,37,54.69,1697.17,Yes,0.11,32,Summer,3105.62
SALE00509,2023-06-17,Beauty,30,31.55,2483.38,No,0.0,32,Summer,1088.22
SALE00510,2023-06-18,Sports,8,58.74,3105.62,No,0.0,8,Summer,609.78
SALE00511,2023-06-18,Electronics,23,253.85,8710.32,Yes,0.05,17,Summer,8365.56
SALE00512,2023-06-18,Grocery,37,15.38,242.2,Yes,0.22,27,Summer,963.21
SALE00513,2023-06-18,Beauty,37,29.4,1088.22,No,0.0,29,Summer,1435.35
SALE00514,2023-06-19,Beauty,16,33.51,1435.35,No,0.0,9,Summer,613.92
SALE00515,2023-06-19,Grocery,7,14.28,963.21,No,0.0,5,Summer,120.94
SALE00516,2023-06-19,Electronics,31,261.62,8365.56,No,0.0,19,Summer,8493.36
SALE00517,2023-06-20,Sports,32,48.7,609.78,Yes,0.2,32,Summer,2404.7
SALE00518,2023-06-20,Home & Garden,51,71.58,4235.48,No,0.0,38,Summer,3641.09
SALE00519,2023-06-20,Grocery,37,15.49,120.94,No,0.0,,Summer,600.81
SALE00520,2023-06-21,Apparel,46,39.85,2811.08,No,0.0,46,Summer,2101.42
SALE00521,2023-06-21,Sports,34,59.79,2404.7,No,0.0,33,Summer,2329.39
SALE00522,2023-06-21,Beauty,30,28.29,613.92,No,0.0,27,Summer,930.07
SALE00523,2023-06-21,Electronics,40,217.17,8493.36,Yes,0.19,43,Summer,13523.41
SALE00524,2023-06-22,Apparel,41,42.77,2101.42,Yes,0.25,40,Summer,2473.38
SALE00525,2023-06-22,Sports,48,51.59,2329.39,Yes,0.14,39,Summer,3653.19
SALE00526,2023-06-22,Grocery,61,15.66,600.81,Yes,0.16,51,Summer,1370.35
SALE00527,2023-06-23,Grocery,15,14.29,1370.35,Yes,0.25,13,Summer,362.82
SALE00528,2023-06-23,Sports,30,53.68,3653.19,No,0.0,24,Summer,1786.86
SALE00529,2023-06-23,Electronics,49,194.28,13523.41,No,0.0,38,Summer,9680.14
SALE00530,2023-06-23,Home & Garden,67,59.41,3641.09,No,0.0,50,Summer,4189.71
SALE00531,2023-06-24,Electronics,54,219.49,9680.14,No,0.0,47,Summer,15386.19
SALE00532,2023-06-24,Apparel,46,39.16,2473.38,No,0.0,47,Summer,2124.48
SALE00533,2023-06-25,Apparel,41,38.31,2124.48,No,0.0,42,Summer,1821.9
SALE00534,2023-06-25,Sports,26,57.11,1786.86,Yes,0.09,27,Summer,2290.02
SALE00535,2023-06-26,Apparel,16,38.48,1821.9,No,0.0,12,Summer,673.25
SALE00536,2023-06-26,Beauty,46,29.47,930.07,Yes,0.26,34,Summer,2117.76
SALE00537,2023-06-26,Sports,33,53.09,2290.02,Yes,0.18,31,Summer,2665.85
SALE00538,2023-06-27,Apparel,71,52.3,673.25,No,0.0,74,Summer,4005.62
SALE00539,2023-06-27,Home & Garden,25,63.45,4189.71,Yes,0.16,27,Summer,2122.3
SALE00540,2023-06-28,Home & Garden,57,74.76,2122.3,No,0.0,40,Summer,4479.67
SALE00541,2023-06-28,Apparel,37,39.43,4005.62,Yes,0.1,26,Summer,1720.4
SALE00542,2023-06-28,Sports,40,64.58,2665.85,No,0.0,39,Summer,2649.4
SALE00543,2023-06-28,Electronics,37,233.41,15386.19,Yes,0.17,32,Summer,12173.04
SALE00544,2023-06-29,Grocery,38,14.33,362.82,No,0.0,32,Summer,628.82
SALE00545,2023-06-29,Beauty,16,30.02,2117.76,No,0.0,16,Summer,550.33
SALE00546,2023-06-30,Beauty,39,31.83,550.33,No,0.0,32,Summer,1332.06
SALE00547,2023-06-30,Electronics,29,187.29,12173.04,Yes,0.26,28,Summer,7902.85
SALE00548,2023-06-30,Home & Garden,47,58.54,4479.67,No,0.0,39,Summer,3044.45
SALE00549,2023-06-30,Apparel,37,43.24,1720.4,Yes,0.16,31,Summer,2068.27
SALE00550,2023-07-01,Apparel,48,42.76,2068.27,Yes,0.05,48,Summer,2996.41
SALE00551,2023-07-01,Sports,48,53.54,2649.4,No,0.0,48,Summer,3184.4
SALE00552,2023-07-01,Grocery,43,17.42,628.82,Yes,0.14,45,Summer,1260.07
SALE00553,2023-07-01,Home & Garden,18,59.61,3044.45,No,0.0,19,Summer,1286.74
SALE00554,2023-07-02,Electronics,18,226.44,7902.85,No,0.0,15,Summer,5523.71
SALE00555,2023-07-02,Beauty,47,26.03,1332.06,No,0.0,41,Summer,1461.96
SALE00556,2023-07-02,Grocery,19,14.85,1260.07,Yes,0.14,16,Summer,400.26
SALE00557,2023-07-03,Beauty,6,35.39,1461.96,Yes,0.25,6,Summer,328.94
SALE00558,2023-07-03,Home & Garden,51,67.67,1286.74,No,0.0,34,Summer,3578.02
SALE00559,2023-07-04,Electronics,21,225.27,5523.71,No,0.0,15,Summer,5680.59
SALE00560,2023-07-04,Grocery,28,14.84,400.26,No,0.0,24,Summer,439.21
SALE00561,2023-07-05,Home & Garden,26,65.96,3578.02,No,0.0,21,Summer,1746.0
SALE00562,2023-07-05,Beauty,25,25.67,328.94,No,0.0,18,Summer,778.15
SALE00563,2023-07-05,Electronics,29,190.05,5680.59,No,0.0,30,Summer,6235.94
SALE00564,2023-07-06,Electronics,36,187.97,6235.94,No,0.0,28,Summer,7989.29
SALE00565,2023-07-06,Home & Garden,39,67.38,1746.0,No,0.0,35,Summer,2996.94
SALE00566,2023-07-06,Grocery,55,17.74,439.21,No,0.0,44,Summer,1119.09
SALE00567,2023-07-07,Electronics,63,236.22,7989.29,No,0.0,49,Summer,16547.3
SALE00568,2023-07-07,Home & Garden,59,65.86,2996.94,Yes,0.28,46,Summer,6576.98
SALE00569,2023-07-07,Sports,59,52.62,3184.4,No,0.0,51,Summer,3389.92
SALE00570,2023-07-07,Grocery,56,15.78,1119.09,No,0.0,34,Summer,936.51
SALE00571,2023-07-08,Apparel,62,41.63,2996.41,No,0.0,38,Summer,3145.55
SALE00572,2023-07-08,Beauty,46,35.31,778.15,Yes,0.06,44,Summer,2313.64
SALE00573,2023-07-08,Grocery,56,17.37,936.51,No,0.0,43,Summer,1147.63
SALE00574,2023-07-08,Electronics,34,211.64,16547.3,No,0.0,35,Summer,9905.16
SALE00575,2023-07-09,Beauty,49,31.23,2313.64,No,0.0,31,Summer,1781.17
SALE00576,2023-07-09,Sports,49,48.11,3389.92,No,0.0,36,Summer,2870.3
SALE00577,2023-07-09,Home & Garden,47,70.58,6576.98,Yes,0.09,50,Summer,4480.55
SALE00578,2023-07-09,Electronics,36,215.79,9905.16,No,0.0,30,Summer,10712.49
SALE00579,2023-07-10,Home & Garden,46,63.29,4480.55,No,0.0,45,Summer,3404.39
SALE00580,2023-07-10,Grocery,20,,1147.63,Yes,0.29,14,Summer,429.75
SALE00581,2023-07-10,Sports,72,55.69,2870.3,Yes,0.1,75,Summer,5240.99
SALE00582,2023-07-10,Apparel,32,39.63,3145.55,No,0.0,22,Summer,1515.7
SALE00583,2023-07-11,Beauty,63,31.62,1781.17,No,0.0,59,Summer,2142.58
SALE00584,2023-07-11,Home & Garden,45,73.46,3404.39,No,0.0,28,Summer,3940.82
SALE00585,2023-07-11,Sports,55,53.47,5240.99,No,0.0,56,Summer,3552.04
SALE00586,2023-07-12,Grocery,65,17.23,429.75,No,0.0,51,Summer,1268.99
SALE00587,2023-07-12,Sports,72,57.04,3552.04,No,0.0,47,Summer,4811.75
SALE00588,2023-07-12,Electronics,37,219.29,10712.49,Yes,0.27,34,Summer,14044.54
SALE00589,2023-07-12,Apparel,57,42.61,1515.7,Yes,0.06,41,Summer,2812.11
SALE00590,2023-07-13,Beauty,18,28.99,2142.58,No,0.0,16,Summer,587.5
SALE00591,2023-07-13,Home & Garden,46,60.35,3940.82,No,0.0,33,Summer,3258.75
SALE00592,2023-07-13,Electronics,42,259.42,14044.54,No,0.0,41,Summer,11183.2
SALE00593,2023-07-13,Sports,25,47.8,4811.75,No,0.0,17,Summer,1320.8
SALE00594,2023-07-14,Grocery,64,16.7,1268.99,No,0.0,57,Summer,1101.48
SALE00595,2023-07-14,Home & Garden,43,57.75,3258.75,No,0.0,43,Summer,2982.69
SALE00596,2023-07-15,Sports,45,50.18,1320.8,Yes,0.2,32,Summer,3665.01
SALE00597,2023-07-15,Apparel,28,52.31,2812.11,Yes,0.22,25,Summer,2292.65
SALE00598,2023-07-15,Grocery,53,13.71,1101.48,Yes,0.27,48,Summer,1270.84
SALE00599,2023-07-15,Home & Garden,36,65.54,2982.69,No,0.0,37,Summer,2749.23
SALE00600,2023-07-16,Apparel,31,45.97,2292.65,No,0.0,20,Summer,1695.19
SALE00601,2023-07-16,Grocery,53,17.12,1270.84,No,0.0,50,Summer,1076.46
